address,account_type,raw_bfr_wei,Raw BFR,raw_esbfr_wei,Raw esBFR,fsblp_wei,fsBLP Reward,vester1_wei,Vester 1,vester2_wei,Vester 2,staking_wei,Staking,camelot_wei,Camelot,total_wei,Total
0x00F83F560deA6E8317900beABC89BE027DA154f8,eoa,1305,0.000000000000001305,0,0,0,0,0,0,0,0,963949259207,0.000000963949259207,0,0,963949260512,0.000000963949260512
0x00f8568Fd875dd9932E2eC9C8C8C2953A756D360,eoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x00F884B294766D858DB5c7cF70a806820a8d15F0,eoa,563562972617,0.000000563562972617,0,0,0,0,0,0,0,0,12104015665392371245,12.104015665392371245,0,0,12104016228955343862,12.104016228955343862
0x00fb7317A100bC590cF370Ad905e999d784656FD,eoa,364440114006579599671,364.440114006579599671,0,0,0,0,0,0,0,0,0,0,0,0,364440114006579599671,364.440114006579599671
0x00FdCe897d606779682401a9283327d54F76A24D,eoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x00FdDf15962fd7a4381E83dC82645Cf2a45db33D,eoa,0,0,0,0,30852538656822485,0.030852538656822485,0,0,0,0,191725128568069050,0.19172512856806905,0,0,222577667224891535,0.222577667224891535
0x00Ff21C847F4e6ea9D10422Ab35E1A8614aF6e77,eoa,0,0,20250978801863426,0.020250978801863426,308459398510152711,0.308459398510152711,0,0,0,0,1357637428106,0.000001357637428106,0,0,328711734949444243,0.328711734949444243
0x01034f04d8B9d54d697E74Ff65Fe5DC04462468f,eoa,3317,0.000000000000003317,0,0,0,0,0,0,0,0,15769638036400304281,15.769638036400304281,0,0,15769638036400307598,15.769638036400307598
0x0105c26c5d013bb32223dbb2a4Bbd98e9B0c320A,eoa,0,0,932758569239,0.000000932758569239,0,0,21114894000000000000,21.114894,0,0,756011909363638657874,756.011909363638657874,0,0,777126804296397227113,777.126804296397227113
0x010D8884Da48e66AD9E3509eea19fb4D3Af0F6c5,eoa,0,0,0,0,0,0,0,0,0,0,5632955099646904663,5.632955099646904663,0,0,5632955099646904663,5.632955099646904663
0x011186535aE7F258d7b6e179Baf3b645819FEA71,eoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x011211eC9576923988C2Fe5aA3a362528c4e7e64,eoa,216535859943485675,0.216535859943485675,0,0,0,0,0,0,0,0,0,0,0,0,216535859943485675,0.216535859943485675
0x01142f38F11DFE85f982a90b6eadfC961C431ea4,eoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x01162b936C0242DD67556C39D434788A3CA6809b,eoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x0116A3D95994BcC7D6A84380ED6256FBb32cD25D,eoa,0,0,0,0,0,0,0,0,0,0,20695390570019092415,20.695390570019092415,0,0,20695390570019092415,20.695390570019092415
0x011BD4fEff8e8F7cE6763660bc10cBaCd874474D,eoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x011CE6FE10159B88B27F2711D8Bd696408dd0FB6,eoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
